id,image_url,title,category,color
14999,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/WEB5_9add3ba8-36da-44e8-b765-1b4170403192_512x.jpg?v=1739430286,Dream|Halter Neck Tiered Dress,dresses,Black
15001,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/WEB5_3930e812-59eb-40d4-a5a8-b219f73cf3a8_512x.jpg?v=1739271707,Roper|Oversized V-Neck T-Shirt,tops,Grey
15002,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/DSCF1663E4_1600x.jpg?v=1738831884,Pola Hoodie|Cropped Boxy Blue Hoodie,tops,Blue
15003,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/13thNOV2024Virgio-0112_a0a933d3-d60d-468c-a618-d616d8b38ad2_512x.jpg?v=1737450232,Amaz|Viscose+ Highneck Scooped Hem Regular Top,tops,Black
15004,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/4th_DEC_2024_Virgio-0039_4_512x.jpg?v=1739880812,Louisa Pants|Rescued Polyester Floral Print Wide Pants,bottoms,Off White
15005,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/4th_DEC_2024_Virgio-0495_512x.jpg?v=1739880711,Paz Pants|Rescued Polyester Abstract Print Pant,bottoms,Teal
15006,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/4th_DEC_2024_Virgio-0032_4_51ef0ddb-5c81-4562-aebe-a6bd95950d25_512x.jpg?v=1739880683,Palmira Shorts|Rescued Polyester Abstract Print Shorts,bottoms,Teal
15008,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/4th_DEC_2024_Virgio-0500_6671746c-b3ed-43c5-8e9e-ea1e894e9ba6_512x.jpg?v=1748851276,Louisa Shirt|Rescued Polyester Floral Print Shirt,tops,MULTI
15009,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/Untitled-2_a81ec998-e3c8-4641-980e-840bc26eaf73_512x.jpg?v=1739427854,Jewel|Ribbed Lace Trim T-Shirt,tops,Black
15010,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/Untitled-9_c891c20b-f310-4c0a-a8a7-62640283660e_512x.jpg?v=1739427493,Love|Rose Applique Bodycon Dress,dresses,Red
15012,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/8101985_512x.jpg?v=1741341930,Snow|Cupid Graphic Cutout T-Shirt,tops,Off White
15013,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/Untitled-27_092e0ee8-6f89-4ea7-9858-15d07548799b_512x.jpg?v=1739427395,Star|Lace V-Neckline Mini Dress,dresses,Black
15014,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/8102196_512x.jpg?v=1741342002,Heart|Heart Printed Tank Top,tops,Off White
15016,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/28th_DEC_2024Virgio-0427_1600x.jpg?v=1736153200,No Title,uncategorized,Unknown
15017,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/28th_DEC_2024Virgio-0197.jpg?v=1736152972&quality=60&width=512,No Title,uncategorized,Unknown
15018,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/28th_DEC_2024Virgio-1647_512x.jpg?v=1736152864,No Title,uncategorized,Unknown
15019,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/28th_DEC_2024Virgio-0587_512x.jpg?v=1736403332,Thea|Strappy Mini Lace Dress,dresses,Brown
15020,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/28th_DEC_2024Virgio-0760_512x.jpg?v=1736774325,Sadira|Olive Strappy Gathered Top,tops,Olive
15021,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/28th_DEC_2024Virgio-0799_512x.jpg?v=1738656808,Anoush|Colour Blocked Flared Skirt,bottoms,Olive
15023,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/28th_DEC_2024Virgio-0201_1_512x.jpg?v=1741858309,Mina|Lace Detail Bubble Hem Dress,dresses,Beige
15025,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/28th_DEC_2024Virgio-0443_1_512x.jpg?v=1736403372,Afareen|Strappy Gathered Dress,dresses,Olive
15026,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/28th_DEC_2024Virgio-1581_512x.jpg?v=1736152354,Avni|Puff Sleeve Smocked Dress,dresses,Brown
15027,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/28th_DEC_2024Virgio-0839_512x.jpg?v=1736152422,Zeinab|Peplum Top With Tie Detail,tops,White
15028,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/28th_DEC_2024Virgio-0073_1_512x.jpg?v=1736150082,No Title,uncategorized,Unknown
15030,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/28th_DEC_2024Virgio-1130_512x.jpg?v=1738657174,Nayera|Floral Print Blocked Shirt,tops,Tan
15031,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/28th_DEC_2024Virgio-0182_1_512x.jpg?v=1736151873,Jessie|Ditsy Print Pleated Shirt,tops,Tan
15032,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/28th_DEC_2024Virgio-0621_1_1600x.jpg?v=1736152249,Esha|Lace Detail Flared Dress,dresses,Tan
15034,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/28th_DEC_2024Virgio-0332_1_512x.jpg?v=1736774102,Eliya|Colour Blocked Layered Dress,dresses,Brown
15035,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/28th_DEC_2024Virgio-1892_512x.jpg?v=1736150849,Heera|Brown Straight Fit Trousers,bottoms,Brown
15036,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/28th_DEC_2024Virgio-0386_1_512x.jpg?v=1736403475,No Title,uncategorized,Unknown
15038,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/28th_DEC_2024Virgio-0299_1_1600x.jpg?v=1736150973,No Title,uncategorized,Unknown
15039,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/28th_DEC_2024Virgio-0529_1_512x.jpg?v=1736231286,No Title,uncategorized,Unknown
15041,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/28th_DEC_2024Virgio-0984_1600x.jpg?v=1736150757,Navya|Colour Block Bow Tie-Up Top,tops,Brown
15042,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/28th_DEC_2024Virgio-0123_1_512x.jpg?v=1736152086,No Title,uncategorized,Unknown
15043,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/28th_DEC_2024Virgio-0714.jpg?v=1736153301&quality=60&width=512,No Title,uncategorized,Unknown
15044,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/18th_dec_virgio-3553_512x.jpg?v=1735557120,Kristen|Trucotton Lace Detail Midi Dress,dresses,Purple
15046,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/18th_dec_virgio-2437_512x.jpg?v=1735207990,Kandace|Cotton+ Crochet & Flared Hem Crop Top,tops,Black
15047,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/18th_dec_virgio-2520_1_512x.jpg?v=1735207537,No Title,uncategorized,Unknown
15049,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/18th_dec_virgio-2306_512x.jpg?v=1735546987,Courtney|Trucotton Sleeveless Top With Flared Hem,tops,Pink
15050,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/18th_dec_virgio-2638_512x.jpg?v=1735207167,Jacqueline|Trucotton Pintuck Detail Lace Shirt,tops,Black
15052,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/18th_dec_virgio-2499_512x.jpg?v=1735545812,Jayla|Trucotton Front Ruffled Embroidery Top,tops,White
15053,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/18th_dec_virgio-2207_1600x.jpg?v=1735557417,Lindsey|Embroidered Lace Two-Piece Top,tops,Blue
15055,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/18th_dec_virgio-3033_512x.jpg?v=1735545925,No Title,uncategorized,Unknown
15056,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/18th_dec_virgio-2725_512x.jpg?v=1738668174,Phyllis|Trucotton Crochet Mini Skirt With Fringes,bottoms,Black
15057,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/18th_dec_virgio-2313_512x.jpg?v=1740119802,Kelly|Trucotton Crochet Mini Skirt With Fringes,bottoms,White
15059,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/18th_dec_virgio-2166_1600x.jpg?v=1735546541,Juliana|Blue Lace Peplum Crop Top,tops,Blue
15060,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/18th_dec_virgio-2234_512x.jpg?v=1735557497,Lottie|Viscose+ Lapel Collar Crop Lace Shirt,tops,White
15061,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/18th_dec_virgio-2060_512x.jpg?v=1735546840,Katherine|Trucotton Tie Up Top With Lace Embroidery,tops,Purple
15063,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/18th_dec_virgio-3041_512x.jpg?v=1739444771,Pamela|Trucotton Side Lace Detail Pullup Pants,bottoms,Black
15064,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/18th_dec_virgio-2384_1_512x.jpg?v=1738667778,Jennifer|Trucotton Gathered Hem Crochet Skirt,bottoms,White
15066,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/18th_dec_virgio-2662_512x.jpg?v=1735208939,Mabel|Viscose+ Lapel Collar Crop Lace Shirt,tops,Black
15067,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/18th_dec_virgio-2576_1600x.jpg?v=1735208201,Jenny|Embroidered Ruffled Top,tops,Purple
15069,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/18th_dec_virgio-3579_512x.jpg?v=1735557003,Kimberly|Trucotton Lace Detail Midi Dress,dresses,Pink
15070,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/23rdAugVirgio2084_512x.jpg?v=1734000683,Amabel|Trucotton Strappy Squareneck Knit Top,tops,Black
15071,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/23rdAugVirgio1627_1600x.jpg?v=1734000212,Tracey|Multicolour Knit Top,tops,Blue
15073,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/23rdAugVirgio1892_512x.jpg?v=1734000280,Illyrial|Trucotton Multicolour Sleeveless Knit Top,tops,Green
15074,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/23rdAugVirgio1663_512x.jpg?v=1734000474,Elspeth|Red Knit Strappy Crop Top,tops,Red
15076,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/23rdAugVirgio1074_512x.jpg?v=1733999058,Sabine|Trucotton Knit Structure Achromatic Top,tops,Black
15077,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/23rdAugVirgio1953_512x.jpg?v=1733999623,Saskia|Trucotton Front Button Closure Cardigan,tops,Pink
15079,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/Copyof23rdAugVirgio1374_1_512x.jpg?v=1733999512,Anouk|Trucotton Front Button Closure Cardigan,tops,Cream
15080,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/23rdAugVirgio1996_512x.jpg?v=1734000923,Leocadia|Trucotton Knit Structure Achromatic Top,tops,Purple
15081,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/23rdAugVirgio1704_1600x.jpg?v=1734000599,Fiorella|Strappy Square Neck Top,tops,Blue
15083,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/23rdAugVirgio1759_1600x.jpg?v=1734000423,Maelis|Knitted Strappy Crop Top,tops,Blue
15084,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/4thDEC2024Virgio-03521_512x.jpg?v=1734014208,Reya|Front Open Twill Dress,dresses,Rust
15086,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/4thDEC2024Virgio-02971_512x.jpg?v=1734013987,Lisa|Front Open Cropped Jacket,jackets,Pink
15087,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/4thDEC2024Virgio-03281_512x.jpg?v=1734605809,Aiyla|Black Utilitarian Shacket,jackets,Black
15088,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/4thDEC2024Virgio-02661_512x.jpg?v=1734013946,Lorah|Cropped Trench Coat Cape,jackets,Black
15090,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/4thDEC2024Virgio-02171_512x.jpg?v=1734014158,No Title,uncategorized,Unknown
15091,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/4thDEC2024Virgio-00672_512x.jpg?v=1734163167,Rome|Navy Blue Cropped Jacket,jackets,Navy Blue
15092,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/18th_dec_virgio-2744_512x.jpg?v=1735204698,Emine|Beige Cropped Trench Coat,jackets,Beige
15094,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/13thNOV2024Virgio-0785_512x.jpg?v=1734526489,Flora|Trucotton Cropped Front Tie Up Top,tops,Red
15095,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/13thNOV2024Virgio-0024_512x.jpg?v=1734526383,Alexa|Trucotton V-Neck Sleeveless Boxy Top,tops,Black
15096,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/13thNOV2024Virgio-0486_512x.jpg?v=1734526856,Giselle|Trucotton Knited Fullsleeve Raglan Top,tops,Green
15098,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/13thNOV2024Virgio-0782_512x.jpg?v=1734526241,Ellois|Cotton+ Frontopen Embroidery Tieup Top,tops,Off White
15099,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/13thNOV2024Virgio-0992_512x.jpg?v=1734525275,Barabara|Viscose+ Full Sleeve V-Knit Cardigan,tops,Black
15101,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/13thNOV2024Virgio-1067_512x.jpg?v=1734525334,Cecelia|Viscose+ Full Sleeve V-Knit Cardigan,tops,Green
15102,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/13thNOV2024Virgio-1107_512x.jpg?v=1734525190,Lyric|Viscose+ Highneck Flatknit Sleeveless Top,tops,Black
15103,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/13thNOV2024Virgio-0560_512x.jpg?v=1734524599,Jazmyn|Trucotton Knit Full Sleeve Crop Top,tops,Green
15105,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/13thNOV2024Virgio-0904_512x.jpg?v=1734524945,Aubrie|Viscose+ Highneck Flatknit Sleeveless Top,tops,Brown
15106,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/13thNOV2024Virgio-0702_512x.jpg?v=1734526607,Frankie|Trucotton Cropped Front Tie Up Top,tops,Off White
15108,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/13thNOV2024Virgio-0553_512x.jpg?v=1734526959,Gwen|Trucotton Knited Fullsleeve Raglan Top,tops,Black
15109,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/13th_NOV_2024_Virgio-0367_512x.jpg?v=1734589711,Melody|Cotton+ Knitted Front Open Crop Top,tops,White
15111,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/13thNOV2024Virgio-0737_d3e6b1d3-2bb4-46be-b193-e58f3353d628_1600x.jpg?v=1734524787,Vihana|Blue Full Sleeve Crop Top,tops,Blue
15113,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/13thNOV2024Virgio-0823_512x.jpg?v=1734527334,India|Trucotton Knitted Front-Open Cardigan,tops,White
15114,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/13th_NOV_2024_Virgio-0424_512x.jpg?v=1734589633,Eliza|Cotton+ Fitted Scoop Neck Crop Top,tops,White
15116,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/13thNOV2024Virgio-0358_512x.jpg?v=1734527231,Hunter|Cotton+ Full Sleeve Oversized Collar Top,tops,Pink
15117,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/13thNOV2024Virgio-1158_57703e68-963e-449a-80b4-ec8e28abfa2a_512x.jpg?v=1737450489,Darla|Viscose+ Highneck Scooped Hem Regular Top,tops,Black
15119,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/13thNOV2024Virgio-0306_512x.jpg?v=1734589478,Haven|Cotton+ Full Sleeve Oversized Collar Top,tops,White
15120,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/13thNOV2024Virgio-0590_512x.jpg?v=1734524863,Sasha|Viscose+ Shirtcollar Fitted Knit Crop Top,tops,White
15122,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/13thNOV2024Virgio-1144_512x.jpg?v=1734525799,Rubie|Cotton+ Frontopen Embroidery Tieup Top,tops,Off White
15124,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/13thNOV2024Virgio-1023_512x.jpg?v=1736494507,Alabama|Trucotton Knitted Front-Open Cardigan,tops,White
15125,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/18th_dec_virgio-3755_512x.jpg?v=1735542131,Molly|Trucotton Back Cutout V-Neck Shirt,tops,White
15127,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/18th_dec_virgio-3269_512x.jpg?v=1735304183,Nylah|Viscose+ Offshoulder Mini Dress With Pocket,dresses,Navy Blue
15128,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/18th_dec_virgio-3490_512x.jpg?v=1735541856,Pepper|Cotton+ Black Puff Sleeve Mini Dress,dresses,Black
15130,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/18th_dec_virgio-3725_512x.jpg?v=1735541952,Milo|Viscose+ Grery V-Neck Sleeveless Vest,tops,Grey
15131,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/18th_dec_virgio-3454_512x.jpg?v=1735300318,Quincy|Viscose+ Striped Fitted V-Neck Dress,dresses,Navy Blue
15132,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/18th_dec_virgio-3411_512x.jpg?v=1738668188,Meredith|Viscose+ Checked Pleated Mini Skirt,bottoms,White
15133,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/18th_dec_virgio-3667_512x.jpg?v=1735542047,Peyton|Cotton+ Maxi Dress With Back Cutout,dresses,Red
15135,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/18th_dec_virgio-3196_512x.jpg?v=1740584259,Nina|Viscose+ Mini Pleated Skirt With Pocket,bottoms,Navy Blue
15137,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/25novvirgio1289_c758f7da-6634-406f-9321-0c45aaa189ce_512x.jpg?v=1733499006,Abby|Polka Co-Ord Set,dresses,Black
15138,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/VIRGIO_MANUSHI_449_512x.jpg?v=1733925948,Linda|Cotton Co-Ords Set,dresses,Red
15140,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/WEB10_1ad0fb64-a5a6-43f6-9522-9bb051ffc566_512x.jpg?v=1739429990,Nala|Rescued Polyester Printed Ruched Maxi Dress,dresses,Off White
15142,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/VIRGIO_MANUSHI_336_512x.jpg?v=1733926002,Raisha|Cotton Top & Pants Co-Ord,dresses,Black
15143,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/VIRGIO_MANUSHI_75_512x.jpg?v=1733925856,Cosette|Modal+ Asymmetrical Hem Frill Dress,dresses,Black
15145,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/4th_DEC_2024_Virgio-0253_2_512x.jpg?v=1734091835,Tishah|Mini Polka Dress With Ruffles,dresses,Black
15146,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/28th_DEC_2024Virgio-1052_512x.jpg?v=1735899408,Nora|Rescued Satin Butterfly Printed Shirt,tops,Black
15148,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/18th_dec_virgio-3590_512x.jpg?v=1735205427,Leila|Rescued Satin Printed Belted Midi Dress,dresses,Black
15150,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/4th_DEC_2024_Virgio-0147_1_1600x.jpg?v=1735037510,Asiya|One Shoulder Maxi Dress,dresses,Blue
15152,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/4th_DEC_2024_Virgio-0070_1_512x.jpg?v=1738775443,Apala|Rescued Georgette Asymmetric Ruffle Maxi Dress,dresses,Off White
15153,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/18th_dec_virgio-3635_512x.jpg?v=1736341724,Samara|Rescued Georgette Halter Neck Maxi Dress,dresses,Black
15155,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/18th_dec_virgio-2880_512x.jpg?v=1735209744,Layla|Rescuedgeorgette Vertical Ruffle Detail Top,tops,Black
15157,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/18th_dec_virgio-1809_512x.jpg?v=1736147697,Serenity|Trucotton Dolman Sleeve Shirt Dress,dresses,Red
15158,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/8103310_512x.jpg?v=1741070796,Tinsley|Trucotton Strappy Square Neck Mini Dress,dresses,Brown
15159,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/8103276_1600x.jpg?v=1741070614,Theal|Blue Strappy Mini Dress,dresses,Blue
15161,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/18th_dec_virgio-1376_1600x.jpg?v=1736231575,Suki|Trucotton Highlow Top With Puff Sleeves,tops,Red
15162,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/18th_dec_virgio-1924_512x.jpg?v=1736849792,No Title,uncategorized,Unknown
15164,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/18th_dec_virgio-1118_512x.jpg?v=1736231269,Savannah|Trucotton Dolman Sleeve Shirt Dress,dresses,Navy Blue
15166,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/18th_dec_virgio-2015_512x.jpg?v=1736147599,Stevie|Trucotton Regular Paperbag Waist Pants,bottoms,Black
15168,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/18th_dec_virgio-1689_1600x.jpg?v=1737007851,Tabitha|Oversized Floral Embroidered Shirt,tops,Blue
15169,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/8103328_512x.jpg?v=1741070732,No Title,uncategorized,Unknown
15171,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/18th_dec_virgio-1439_512x.jpg?v=1736849822,Sailor|Trucotton Maxi Front Open Floral Dress,dresses,Black
15174,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/18th_dec_virgio-3527_512x.jpg?v=1735205053,Romie|Floral Tie Strap Mini Dress,dresses,White
15175,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/1stoctvirgio-04532_512x.jpg?v=1733990875,Miesha Skirt|Lace Detail Gathered Skirt,bottoms,Black
15177,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/1stoctvirgio-01304_512x.jpg?v=1733988289,Ghazal Top|White Tie Strap Peplum Top,tops,White
15179,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/4thDEC2024Virgio-0044_512x.jpg?v=1734087844,No Title,uncategorized,Unknown
15181,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/4thDEC2024Virgio-0267_512x.jpg?v=1733987656,Faith|Black Tunic & Pants Co-Ord,dresses,Black
15183,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/4thDEC2024Virgio00151_1600x.jpg?v=1734088448,April|Lace Strap Tiered Dress,dresses,Blue
15184,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/18th_dec_virgio-3145_1600x.jpg?v=1738667819,June Skirt|Blue Tiered Maxi Skirt,bottoms,Blue
15186,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/4thDEC2024Virgio-0034_512x.jpg?v=1733986003,Delilah|Puff Sleeve A-Line Dress,dresses,Red
